Week,dengue-incidence,_interpolatedadmiralty,_interpolatedang-mo-kio,_interpolatedboon-lay-east,_interpolatedchangi,_interpolatedchoa-chu-kang-south,_interpolatedclementi,_interpolatedeast-coast-parkway,_interpolatedkhatib,_interpolatedmarina-barrage,_interpolatednewton,_interpolatedpasir-panjang,_interpolatedseletar,_interpolatedsembawang,_interpolatedtai-seng,_interpolatedtengah,_interpolatedtuas-south,_zeroed_admiralty,_zeroed_ang-mo-kio,_zeroed_boon-lay-east,_zeroed_changi,_zeroed_choa-chu-kang-south,_zeroed_clementi,_zeroed_east-coast-parkway,_zeroed_khatib,_zeroed_marina-barrage,_zeroed_newton,_zeroed_pasir-panjang,_zeroed_seletar,_zeroed_sembawang,_zeroed_tai-seng,_zeroed_tengah,_zeroed_tuas-south,admiralty,ang-mo-kio,boon-lay-east,changi,choa-chu-kang-south,clementi,east-coast-parkway,marina-barrage,newton,pasir-panjang,seletar,sembawang,tai-seng,tengah,total-population
11,-1.0153857198336582,-0.9258407919578278,-0.9236910697729425,-0.7855145360666963,-0.9218778300773741,-0.577658821888206,-0.5774466387895605,-1.0631672852654834,-1.004419378115919,-1.100383824077842,-0.7838633548014609,-0.4983932115907323,-1.1812969836283116,-0.7356460715034647,-1.0940520782005703,-0.5863074735157124,-0.7339104259541838,-0.04272974165119848,2.3912054190844914,0.0,1.7211267594816098,-0.3059043481208872,0.04484043115049437,-0.49920040950791633,-0.5281242773473962,0.6886822759283078,0.5112932149912507,-0.5500335606434879,2.686177196706669,0.5655766407309666,1.3669528609236903,-0.4649967585155709,-0.5580898946661647,0.031621666666666666,0.06567666666666666,0.049008333333333334,0.019631666666666665,0.022838333333333332,0.06319666666666666,0.08979333333333334,0.027566666666666666,0.03991,0.016298333333333335,0.010333333333333333,0.03499833333333333,0.07423,0.00011166666666666667,0.6713145
12,-0.9519241123440546,-1.2730310889420153,-1.154613837216177,-1.178271804100048,-1.0371125588370433,-1.0397858793987733,-1.0394039498212113,-1.181296983628312,-1.2555242226448975,-1.210422206485624,-0.8958438340588096,-0.7475898173861006,-1.417556380353973,-1.1034691072551994,-1.2034572860206247,-1.0553534523282848,-1.15328781221372,-0.3845676748607865,0.02764399328421368,0.061073492900292,0.39253768198703376,0.7035800006780405,-0.26904258690296634,-0.49920040950791633,-0.5281242773473962,0.7199860157432311,0.5422806825664779,-0.5500335606434879,0.18000156472776635,-0.06733055246797222,0.30376730242748673,0.8454486518464924,-0.5580898946661647,0.031621666666666666,0.06567666666666666,0.049008333333333334,0.019631666666666665,0.022838333333333332,0.06319666666666666,0.08979333333333334,0.027566666666666666,0.03991,0.016298333333333335,0.010333333333333333,0.03499833333333333,0.07423,0.00011166666666666667,0.6713145
13,-0.9942318506704569,-1.5044912869314722,-1.2700752209377963,-1.6692183891417347,-0.8066431013177008,-1.6174447012869793,-1.6168505886107718,-0.9450375869026506,-1.381076644909389,-0.9903454416700564,-0.6718828755441082,-1.0590855746303094,-1.5356860787168058,-1.348684464423021,-0.9846468703805116,-1.6416609258439974,-1.6775095450381374,3.0480549044521594,1.3683776675685821,0.6412716754530656,0.1207808252267796,2.844910437524251,1.8982449187042625,-0.49920040950791633,-0.5281242773473962,1.6590982101909237,1.5028921773985247,-0.5500335606434879,0.29077175840639197,1.5755349277505497,1.3669528609236903,3.6495200138040267,-0.5580898946661647,0.031621666666666666,0.06567666666666666,0.049008333333333334,0.019631666666666665,0.022838333333333332,0.06319666666666666,0.08979333333333334,0.027566666666666666,0.03991,0.016298333333333335,0.010333333333333333,0.03499833333333333,0.07423,0.00011166666666666667,0.6713145
14,-1.0083344301125912,-0.4629203959789139,-0.2309227674432346,-0.5891359020500222,-0.2304694575193425,-0.3465952931329244,-0.3464679832737371,-0.3543890950884945,-0.25110484452897863,-0.4401535296311353,-0.11198047925735269,-0.3737949086930492,-0.4725187934513229,-0.24521535716782158,-0.4376208312802265,-0.3517844841094283,-0.5242217328244175,0.11394597773652944,0.8984297817369478,0.030536746450146,0.09058561892008467,0.504742174399464,0.9864894853108765,-0.49920040950791633,-0.5281242773473962,2.159958047229693,1.6423357814870478,-0.5500335606434879,-0.636928613652097,-0.32318665184626655,2.4605151496626423,1.2681729777697388,-0.5580898946661647,0.031621666666666666,0.06567666666666666,0.049008333333333334,0.019631666666666665,0.022838333333333332,0.06319666666666666,0.08979333333333334,0.027566666666666666,0.03991,0.016298333333333335,0.010333333333333333,0.03499833333333333,0.07423,0.00011166666666666667,0.6713145
15,-0.9801292712283228,0.11573009899473052,0.11546138372161935,-0.19637863401667408,0.0,0.11553176437763873,0.11548932775790964,-0.1181296983628329,0.12555242226449154,-0.22007676481556765,0.11198047925734872,-0.12459830289768307,-0.11812969836282863,0.3678230357517346,-0.21881041564011325,0.11726149470313998,-0.10484434656488499,-0.2706216971242572,0.5667018623263824,-0.9313707667294522,1.0417346175809743,-0.9024178269566173,-0.7921809503254009,-0.49920040950791633,-0.5281242773473962,0.7043341458357694,0.2169122730265911,-0.5500335606434879,1.232318404674709,-0.5925088617181555,0.9872437328893319,-0.8595394627106008,-0.5580898946661647,0.031621666666666666,0.06567666666666666,0.049008333333333334,0.019631666666666665,0.022838333333333332,0.06319666666666666,0.08979333333333334,0.027566666666666666,0.03991,0.016298333333333335,0.010333333333333333,0.03499833333333333,0.07423,0.00011166666666666667,0.6713145
16,-0.9801292712283228,-0.5786504949736444,-0.5773069186080885,-0.5891359020500222,-0.3457041862790158,-0.3465952931329244,-0.3464679832737371,-0.47251879345132736,-0.6277621113224487,-0.550191912038921,-0.22396095851470538,-0.3737949086930492,-0.8269078885398172,-0.3678230357517346,-0.5470260391002851,-0.3517844841094283,-0.5242217328244175,1.1109732829311612,1.354555670926475,1.2367382312309119,1.6456387437148725,0.24472347849670972,0.35872344920395516,-0.49920040950791633,-0.5281242773473962,0.46955609722384617,0.48030574741602344,-0.5500335606434879,1.246164678884537,0.36358498332704997,1.6859085284725517,0.29590702814627245,-0.5580898946661647,0.031621666666666666,0.06567666666666666,0.049008333333333334,0.019631666666666665,0.022838333333333332,0.06319666666666666,0.08979333333333334,0.027566666666666666,0.03991,0.016298333333333335,0.010333333333333333,0.03499833333333333,0.07423,0.00011166666666666667,0.6713145
17,-0.9519241123440546,-0.6943805939683708,-0.5773069186080885,-0.5891359020500222,-0.3457041862790158,-0.3465952931329244,-0.3464679832737371,-0.47251879345132736,-0.6277621113224487,-0.550191912038921,-0.22396095851470538,-0.3737949086930492,-0.8269078885398172,-0.49043071433564317,-0.5470260391002851,-0.3517844841094283,-0.5242217328244175,-0.1994054610389264,0.732565822031665,0.8397605273790143,0.6491969355939403,0.04588565221813305,-0.2092553453689739,-0.49920040950791633,-0.5281242773473962,-0.28173365833430775,0.49579948120363704,-0.5500335606434879,-0.34615685524570483,-0.6463733036925332,0.6986647955832195,-0.12681729777697393,-0.5580898946661647,0.031621666666666666,0.06567666666666666,0.049008333333333334,0.019631666666666665,0.022838333333333332,0.06319666666666666,0.08979333333333334,0.027566666666666666,0.03991,0.016298333333333335,0.010333333333333333,0.03499833333333333,0.07423,0.00011166666666666667,0.6713145
18,-0.9589754020651217,-0.23146019798945694,0.0,-0.39275726803334815,-0.2304694575193425,-0.11553176437764284,-0.11548932775791373,-0.3543890950884945,0.0,-0.4401535296311353,-0.11198047925735269,-0.24919660579536615,-0.23625939672566146,0.0,-0.4376208312802265,-0.11726149470314415,-0.31453303969465124,-0.6267028775509114,-0.7187438253895583,-0.7634186612536493,-0.015097603153347534,-0.5812182614296857,-0.4185106907379476,-0.49920040950791633,-0.5281242773473962,0.07825934953730772,0.15493733787613642,-0.5500335606434879,-0.4846195973439868,-0.4713138672758055,-0.5771578746122248,-0.49317838024378735,-0.5580898946661647,0.031621666666666666,0.06567666666666666,0.049008333333333334,0.019631666666666665,0.022838333333333332,0.06319666666666666,0.08979333333333334,0.027566666666666666,0.03991,0.016298333333333335,0.010333333333333333,0.03499833333333333,0.07423,0.00011166666666666667,0.6713145
19,-0.9871805609493899,1.0415708909525625,1.154613837216177,0.6873252190583644,1.1523472875967167,1.155317643776412,1.154893277579121,1.0631672852654792,1.2555242226448975,0.8803070592622745,1.2317852718308597,0.43609406014189406,0.94503758690265,1.3486844644230254,0.8752416625604569,1.1726149470314249,0.8387547725190687,-0.9827840579775656,-0.9813617615895892,-1.1298596186554009,-0.6039041261338981,-0.6118086962417744,-1.0761703476118654,-0.49920040950791633,-0.5281242773473962,-1.0486752837999234,-1.1155488327081833,-0.5500335606434879,-0.6646211620717534,-0.17505943641672772,-0.7138531607045938,-0.40863351505913814,-0.5580898946661647,0.031621666666666666,0.06567666666666666,0.049008333333333334,0.019631666666666665,0.022838333333333332,0.06319666666666666,0.08979333333333334,0.027566666666666666,0.03991,0.016298333333333335,0.010333333333333333,0.03499833333333333,0.07423,0.00011166666666666667,0.6713145
20,-0.9448728226229874,1.3887611879367499,1.6164593721026461,0.7855145360666997,1.728520931395075,1.2708494081540507,1.2703826053370306,1.6538157770796353,1.7577339117028548,1.4304989713011955,1.7916876681176153,0.4983932115907345,1.417556380353973,1.7165075001747598,1.422267701660742,1.2898764417345647,0.94359911908395,-0.5412433942485143,-0.9260737750211616,-0.7634186612536493,-0.6190017292872457,-0.6882847832719963,-0.8968086230098878,-0.49920040950791633,-0.5281242773473962,-0.6260747962984617,-0.8366616245311376,-0.5500335606434879,-0.8030839041700353,-0.08079666296156661,-0.5164044141267274,-0.7609037866618433,-0.5580898946661647,0.031621666666666666,0.06567666666666666,0.049008333333333334,0.019631666666666665,0.022838333333333332,0.06319666666666666,0.08979333333333334,0.027566666666666666,0.03991,0.016298333333333335,0.010333333333333333,0.03499833333333333,0.07423,0.00011166666666666667,0.6713145
21,-0.9871805609493899,1.0415708909525625,1.154613837216177,0.19637863401667754,1.728520931395075,0.577658821888206,0.5774466387895605,1.6538157770796353,1.2555242226448975,1.4304989713011955,1.7916876681176153,0.12459830289768528,0.94503758690265,1.3486844644230254,1.422267701660742,0.5863074735157124,0.31453303969465124,0.07121623608533084,-0.40083790262109986,-0.45805119675218964,-0.5435137135205084,-0.1376569566543993,-0.13452129345148323,-0.49920040950791633,-0.5281242773473962,-1.0486752837999234,-1.0225864299825014,-0.5500335606434879,0.42923450050467393,-0.12119499444234992,-0.9720553677679576,-0.12681729777697393,-0.5580898946661647,0.031621666666666666,0.06567666666666666,0.049008333333333334,0.019631666666666665,0.022838333333333332,0.06319666666666666,0.08979333333333334,0.027566666666666666,0.03991,0.016298333333333335,0.010333333333333333,0.03499833333333333,0.07423,0.00011166666666666667,0.6713145
22,-0.9730779815072558,-0.11573009899472642,0.11546138372161935,-0.2945679510250094,0.3457041862790158,0.0,0.0,0.2362593967256616,0.12555242226449154,0.11003838240778578,0.4479219170294028,-0.1868974543465235,-0.11812969836282863,0.12260767858391297,0.10940520782005857,0.0,-0.20968869312976626,-0.7406488552874407,-0.4837698824737412,-0.3969777038518976,-0.664294538747288,-0.550627826617597,0.07473405191749065,-0.49920040950791633,-0.5281242773473962,-0.2504299185193848,0.2014185392389775,-0.5500335606434879,0.13846274209828194,-0.20199165740391664,-0.19744874657786635,-0.7186313540695186,-0.5580898946661647,0.031621666666666666,0.06567666666666666,0.049008333333333334,0.019631666666666665,0.022838333333333332,0.06319666666666666,0.08979333333333334,0.027566666666666666,0.03991,0.016298333333333335,0.010333333333333333,0.03499833333333333,0.07423,0.00011166666666666667,0.6713145
23,-0.9378215329019204,-0.6943805939683708,-0.6927683023297079,-0.8837038530750351,-0.460938915038685,-0.6931905862658488,-0.6929359665474742,-0.590648491814156,-0.7533145335869402,-0.660230294446703,-0.3359414377720541,-0.5606923630395749,-0.94503758690265,-0.49043071433564317,-0.6564312469203397,-0.7035689682188566,-0.8387547725190687,-0.12818922495359555,-0.387015905978993,-0.22902559837609482,-0.39253768198703387,-0.19883782627857666,-0.22420215575247196,-0.49920040950791633,-0.5281242773473962,0.17217056898207692,0.13944360408852283,-0.5500335606434879,-0.1523090163081102,-0.2693222098718889,-0.2582022070633638,-0.1831805412334067,-0.5580898946661647,0.031621666666666666,0.06567666666666666,0.049008333333333334,0.019631666666666665,0.022838333333333332,0.06319666666666666,0.08979333333333334,0.027566666666666666,0.03991,0.016298333333333335,0.010333333333333333,0.03499833333333333,0.07423,0.00011166666666666667,0.6713145
24,-0.9660266917861887,0.0,0.2309227674432346,-0.39275726803334815,0.11523472875967329,-0.11553176437764284,-0.11548932775791373,0.0,0.25110484452897863,-0.11003838240778187,0.2239609585147014,-0.24919660579536615,0.0,0.24521535716782158,-0.10940520782005468,-0.11726149470314415,-0.31453303969465124,-0.48427040538024974,-0.7187438253895583,0.4427828235271167,-0.15097603153347453,-0.48944695699341956,0.2092553453689739,-0.49920040950791633,-0.5281242773473962,-0.26608178842684627,-0.3408621433275005,-0.5500335606434879,-0.650774887861925,-0.8752971820836388,-0.7594182560687168,-0.33817946073859706,-0.5580898946661647,0.031621666666666666,0.06567666666666666,0.049008333333333334,0.019631666666666665,0.022838333333333332,0.06319666666666666,0.08979333333333334,0.027566666666666666,0.03991,0.016298333333333335,0.010333333333333333,0.03499833333333333,0.07423,0.00011166666666666667,0.6713145
25,-0.9589754020651217,-0.9258407919578278,-0.8082296860513231,-0.8837038530750351,-0.460938915038685,-0.6931905862658488,-0.6929359665474742,-0.590648491814156,-0.8788669558514274,-0.660230294446703,-0.3359414377720541,-0.5606923630395749,-1.0631672852654788,-0.7356460715034647,-0.6564312469203397,-0.7035689682188566,-0.8387547725190687,-0.48427040538024974,1.0781157380843371,-0.1374153590256568,-0.030195206306694936,-0.5200373918055083,0.4035638803544494,-0.49920040950791633,-0.5281242773473962,-0.18782243888953856,0.6507368190797737,-0.5500335606434879,0.2492329357769073,-0.36358498332704997,0.7290415258259683,-0.40863351505913814,-0.5580898946661647,0.031621666666666666,0.06567666666666666,0.049008333333333334,0.019631666666666665,0.022838333333333332,0.06319666666666666,0.08979333333333334,0.027566666666666666,0.03991,0.016298333333333335,0.010333333333333333,0.03499833333333333,0.07423,0.00011166666666666667,0.6713145
26,-0.8884625048544509,0.0,0.2309227674432346,0.0,0.3457041862790158,0.3465952931329203,0.346467983273733,0.2362593967256616,0.25110484452897863,0.11003838240778578,0.4479219170294028,0.0,0.0,0.24521535716782158,0.10940520782005857,0.3517844841094241,0.10484434656488126,-0.9685408107604994,-0.26261793620003093,-1.02298100607989,-0.5133185072138134,-0.5659230440236414,-0.7772341399419028,-0.49920040950791633,-0.5281242773473962,-0.23477804861192314,-0.4183308122655688,-0.5500335606434879,-0.858469001009348,-0.9560938450452054,-0.27339057218473806,-0.9863567604875747,-0.5580898946661647,0.031621666666666666,0.06567666666666666,0.049008333333333334,0.019631666666666665,0.022838333333333332,0.06319666666666666,0.08979333333333334,0.027566666666666666,0.03991,0.016298333333333335,0.010333333333333333,0.03499833333333333,0.07423,0.00011166666666666667,0.6713145
27,-0.9448728226229874,0.8101106929631054,0.9236910697729425,0.5891359020500256,0.8066431013177008,1.039785879398769,1.0394039498212073,0.7087781901769847,1.004419378115919,0.550191912038921,0.8958438340588056,0.37379490869305143,0.7087781901769886,1.1034691072552036,0.5470260391002851,1.0553534523282806,0.7339104259541838,-0.7406488552874407,-0.7049218287474515,-0.6412716754530653,-0.4680256977537711,-0.7800560877082623,-0.7323937087914084,-0.49920040950791633,-0.5281242773473962,-0.4695560972238463,-0.4183308122655688,-0.5500335606434879,-0.636928613652097,-0.7406360771476944,-0.7138531607045938,-0.8172670301182763,-0.5580898946661647,0.031621666666666666,0.06567666666666666,0.049008333333333334,0.019631666666666665,0.022838333333333332,0.06319666666666666,0.08979333333333334,0.027566666666666666,0.03991,0.016298333333333335,0.010333333333333333,0.03499833333333333,0.07423,0.00011166666666666667,0.6713145
28,-0.9519241123440546,1.3887611879367499,1.3855366046594115,0.8837038530750385,1.4980514738757325,1.3863811725316937,1.3858719330949443,1.4175563803539737,1.506629067173876,1.210422206485628,1.567726709602914,0.5606923630395771,1.1812969836283116,1.7165075001747598,1.2034572860206287,1.407137936437709,1.048443465648835,-1.0682435412799625,-0.9675397649474823,-1.160396365105547,-0.5133185072138134,-1.147141305453327,-1.1210107787623598,-0.49920040950791633,-0.5281242773473962,-1.0330234138924619,-1.1155488327081833,-0.5500335606434879,-0.9415466462683172,-1.0503566185003665,-0.4404625885198558,-1.0568108148081157,-0.5580898946661647,0.031621666666666666,0.06567666666666666,0.049008333333333334,0.019631666666666665,0.022838333333333332,0.06319666666666666,0.08979333333333334,0.027566666666666666,0.03991,0.016298333333333335,0.010333333333333333,0.03499833333333333,0.07423,0.00011166666666666667,0.6713145
29,-0.9448728226229874,0.462920395978918,0.8082296860513231,0.0,1.0371125588370473,0.3465952931329203,0.346467983273733,0.9450375869026506,0.8788669558514274,0.7702686768544926,1.119804792573511,0.0,0.5906484918141558,0.7356460715034692,0.7658364547404022,0.3517844841094241,0.10484434656488126,0.24213520269012473,-0.8154978018843065,-0.9008340202793061,-0.8454657765874575,-0.45885652218133083,-0.7473405191749065,-0.49920040950791633,-0.5281242773473962,-0.6730304060208465,-0.8056741569559102,-0.5500335606434879,-0.8861615494290044,-0.6463733036925332,-0.9113019072824602,-0.29590702814627245,-0.5580898946661647,0.031621666666666666,0.06567666666666666,0.049008333333333334,0.019631666666666665,0.022838333333333332,0.06319666666666666,0.08979333333333334,0.027566666666666666,0.03991,0.016298333333333335,0.010333333333333333,0.03499833333333333,0.07423,0.00011166666666666667,0.6713145
